all_codes,country_code_2,country_code_1,log_normalized_n_events_all,log_normalized_mean_imports_dollars,centroid_dist_meters,wals_euclidean_dist,asjp_dist
CHMK,MK,CH,-15.446499078888817,-22.4736832220922,1250463.5366110809,11.360185653732751,0.7929036284211465
CHMY,MY,CH,-15.523776558995195,-21.432156211291577,10906231.016032035,NA,NA
CHNL,NL,CH,-15.091261710731688,-20.43908696749661,633200.4241644149,NA,0.5153784434340732
CHNO,NO,CH,-15.712344426922897,-21.756585340032412,1674592.1434978978,55.2410714909589,0.677543015066417
CHNZ,NZ,CH,-15.652898293063837,-22.86913747438333,18796810.303249743,150.1034955562486,0.6117500222875992
CHPK,PK,CH,-17.357472649593472,-22.86882926658156,5564540.266180692,34.03496717388132,0.838102879557814
CHPL,PL,CH,-16.272618097386097,-21.787387211457844,1028794.5075094999,59.552392496756084,0.8603013283409111
CHQA,QA,CH,-15.456122181564522,-22.163453556018506,4480800.264868728,26.158017745560464,NA
CHRO,RO,CH,-16.51647504793623,-22.74254155867232,1304826.0670751277,20.134196413550395,0.786039047873763
CHRS,RS,CH,-14.240688354683734,NA,1066379.7318257764,NA,0.8200053490238032
CHRU,RU,CH,-13.497057812956365,-22.897469265459343,5741461.386487216,145.1532214353731,0.8254435232236783
CHSA,SA,CH,-14.756470097267412,-21.99408555371463,4075331.9514312604,26.158017745560464,NA
CHSG,SG,CH,-14.242686565866073,-20.269157628423724,10347101.63037345,150.1034955562486,0.6117500222875992
CHSI,SI,CH,-14.519126944639323,-20.93529362860453,554019.4748308109,10.048490232166595,0.800124810555407
CHSK,SK,CH,-15.036846030010441,-20.70574448617208,878253.2746183006,NA,0.8339128109120086
CHTH,TH,CH,-15.844950536402017,-21.622197189775964,8953132.842866112,136.4400590060447,0.8603013283409111
CHTR,TR,CH,-14.88636444458621,-21.93923488565132,2346922.035881903,116.94910755988381,0.8769724525274137
CHTW,TW,CH,-15.880376261356407,-21.489061373881526,9673984.52745926,123.89013320546847,0.9194971917625033
CHUA,UA,CH,-14.781568138800715,-21.491546218619607,1793871.1167154878,35.47989623890871,0.8416688954265846
CHUS,US,CH,-13.26566945905988,-22.167129070006034,7948124.906717694,150.1034955562486,0.6117500222875992
CHVN,VN,CH,-15.960180470671146,-22.041488248297323,9432640.818769393,135.80912206980526,0.8467504680395828
CHZA,ZA,CH,-15.993461588016796,-21.71761334719994,8760209.608705861,150.1034955562486,0.6117500222875992
CLCO,CO,CL,-14.54422706642959,-22.44841371762894,3786363.206324697,0,0
CLDE,DE,CL,-17.305559611123783,-22.89044701648829,12039956.299000576,160.22523713848832,0.8289203886957297
CLDZ,DZ,CL,-15.780004559698737,-26.302989949447035,10171641.827210262,166.39748513958506,NA
CLEE,EE,CL,-16.054819266324603,-25.869661192988875,13233406.21966469,NA,0.8659178033342247
CLES,ES,CL,-15.004182813612399,-22.597477391144167,10415585.637238834,0,0
CLFR,FR,CL,-14.691717427593412,-22.817691050939267,11197638.532156594,NA,0.7491307836319872
CLGB,GB,CL,-15.91471161326581,-23.088962353974782,11339595.784078034,143.3610265111319,0.8321298029776233
CLGR,GR,CL,-15.77150904107972,-24.540284916995173,12298600.269833775,NA,0.839083533921726
CLHK,HK,CL,-15.633967376921179,NA,NA,143.3610265111319,0.8321298029776233
CLHR,HR,CL,-15.29589180551561,-24.9897784423806,12078165.735831097,NA,0.8178657395025407
CLIE,IE,CL,-15.825984451053344,-24.146555605881964,11061135.114111893,143.3610265111319,0.8321298029776233
CLIL,IL,CL,-15.670149907921093,-23.684646619327893,13079569.052224103,165.19721308030353,NA
CLIN,IN,CL,-19.575361285228322,-23.75402019644037,16636242.731643867,152.6597149451405,0.8285637871088526
CLIT,IT,CL,-15.05405339483059,-22.590661011091054,11773838.703843206,145.24048083861365,0.5058393509851119
CLJP,JP,CL,-17.178853198175535,-22.208621134386608,17260095.310817633,174.24530966307245,0.8730498350717661
CLKR,KR,CL,-15.241978543457916,-21.4823914005422,18156016.117809035,165.30953271805566,0.910314700900419
CLKW,KW,CL,-15.727361211837005,-25.587579881855785,14193200.541912233,166.39748513958506,NA
CLLT,LT,CL,-13.53485034237158,-26.183566518670997,13043978.583532004,159.98652967384533,0.842471248997058
CLLV,LV,CL,-15.687054496396977,-26.02205840317107,13129682.581657838,179.95096285250608,NA
CLMA,MA,CL,-17.0508689754961,NA,9803384.492241368,166.39748513958506,NA
CLMX,MX,CL,-14.744412839781148,-22.592550345536218,6767553.474301863,0,0
CLMY,MY,CL,-16.994024865609607,-22.95661305846282,16954005.5511621,NA,NA
CLNL,NL,CL,-15.275756923718442,-22.153075291875012,11801221.048368314,NA,0.8307925470268342
CLNO,NO,CL,-15.552283473743474,-23.862131551444662,12490258.881822024,164.44050145199418,0.81189266292235
CLNZ,NZ,CL,-15.517830841823145,-24.35202732145527,9619377.036075203,143.3610265111319,0.8321298029776233
CLPE,PE,CL,-13.21982920496142,-21.803066547357165,2286143.680873218,0,0
CLPH,PH,CL,-14.901600062857582,-24.24949250468307,17719402.38957041,143.3610265111319,0.8321298029776233
CLPT,PT,CL,-15.367798374170894,-24.960052370298225,10112270.90648928,148.58768454288068,0.6058660961041276
CLRU,RU,CL,-15.845737051474254,-25.723256048379078,16630533.9527744,114.37460238137807,0.8611928323081037
CLTR,TR,CL,-17.29081025858957,-24.460374146114432,13354060.382937983,161.22674296390534,0.8764375501470981
CLTW,TW,CL,-16.834065061887493,-21.74135984068517,18673910.26790308,190.07812831305262,0.8645805473834359
CLUA,UA,CL,-15.744415522277402,-23.603748016785236,13396435.602636257,159.31651701347855,0.8104662565748417
CLUS,US,CL,-14.81283439625902,-22.78375578441736,8279896.780935112,143.3610265111319,0.8321298029776233
CLVN,VN,CL,-15.967783319596501,-23.855422174181168,18492995.780532677,182.38598249308777,0.882767228314166
CLZA,ZA,CL,-17.3876289649511,-24.00633067117989,9002905.034743346,143.3610265111319,0.8321298029776233
COCZ,CZ,CO,-17.172086549033214,-23.842149330768784,9463323.202584453,NA,0.8037799768208969
CODE,DE,CO,-16.584899917697538,-23.336965825627722,9150893.813175393,160.22523713848832,0.8289203886957297
CODZ,DZ,CO,-14.559523493969044,-25.585009809786865,8336434.894505161,166.39748513958506,NA
COEG,EG,CO,-18.029296957048768,NA,10999300.249900296,166.39748513958506,NA
COES,ES,CO,-14.163461037785998,-23.07958650923392,7866297.205643369,0,0
COFR,FR,CO,-14.716824424841846,-23.566354503889162,8465118.282474717,NA,0.7491307836319872
COGB,GB,CO,-16.444020945753714,-23.541592298133825,8234665.047123061,143.3610265111319,0.8321298029776233
COGR,GR,CO,-16.4812162693328,NA,10083683.039462345,NA,0.839083533921726
COHK,HK,CO,-17.109082527692998,NA,NA,143.3610265111319,0.8321298029776233
COHR,HR,CO,-15.805370643608091,-24.135068700723174,9507014.539026437,NA,0.8178657395025407
COHU,HU,CO,-17.158977638760852,-26.30486834787111,9844780.17116295,181.00843385821494,0.9013105108317732
COID,ID,CO,-17.918915292589805,-25.253938306425468,18701179.994675666,206.9324774269126,0.8756351965766247
COIE,IE,CO,-15.562370149923336,-24.611050157908725,7948707.063113482,143.3610265111319,0.8321298029776233
COIL,IL,CO,-17.125798830885504,-22.991086760462068,11359607.962195603,165.19721308030353,NA
COIN,IN,CO,-16.042781037259253,-24.033330498458113,15721525.66437587,152.6597149451405,0.8285637871088526
COIT,IT,CO,-15.135811068203436,-23.477948046442634,9294534.107331779,145.24048083861365,0.5058393509851119
COJP,JP,CO,-17.87397682869093,-23.646647469722712,14598603.790523795,174.24530966307245,0.8730498350717661
COKR,KR,CO,-13.642116651890749,-23.241050566723203,15045345.314629216,165.30953271805566,0.910314700900419
COMA,MA,CO,-17.505132573810993,-26.510571023775366,7618420.937686816,166.39748513958506,NA
COMX,MX,CO,-14.337119058989783,-22.639777781966014,3858855.603399939,0,0
CONL,NL,CO,-16.583159474428648,-22.66331945163549,8837202.918715311,NA,0.8307925470268342
CONO,NO,CO,-14.993096078774629,-24.441445089080883,9208016.492340248,164.44050145199418,0.81189266292235
COPE,PE,CO,-14.40047317439312,-22.355278725247484,1620362.262180807,0,0
COPH,PH,CO,-15.920559632320815,-26.128293465220022,17592713.187279552,143.3610265111319,0.8321298029776233
COPK,PK,CO,-17.240679052160825,-25.89940343147882,14497464.691051092,160.2820044053088,0.8003922617455648
CORU,RU,CO,-15.420520264561548,-25.755845595933764,12878659.642267687,114.37460238137807,0.8611928323081037
COSA,SA,CO,-17.027550323464553,-27.676330308706817,12511635.43553293,166.39748513958506,NA
COSE,SE,CO,-16.240991708367748,-23.841737170016124,9468904.90356572,154.97591079724694,0.8430953017740929
COTH,TH,CO,-16.948507161803263,-25.118349381359323,17745806.791756406,194.20987149930346,0.8541499509672819
COTR,TR,CO,-15.434114311441643,-24.977993774194253,11182020.719593,161.22674296390534,0.8764375501470981
COUS,US,CO,-13.690794167959101,-22.438601300694675,4801152.504786602,143.3610265111319,0.8321298029776233
COVN,VN,CO,-17.666264805414823,-25.12389733636551,17792490.24817302,182.38598249308777,0.882767228314166
CZDE,DE,CZ,-14.12714871409988,-18.228168639044664,372650.2296361574,NA,0.8283854863154141
CZDK,DK,CZ,-14.404922136546714,-20.02047440363,772123.0455447858,NA,0.8414014442364268
CZDZ,DZ,CZ,-14.042387292271409,-22.535909612910476,2627455.899464328,NA,NA
CZEE,EE,CZ,-14.906616578290372,-21.61415464678271,1249168.7663223152,NA,0.8909690648123384
CZEG,EG,CZ,-14.828446315712936,-22.806413025762826,2838659.4259438156,NA,NA
CZES,ES,CZ,-16.79088664303536,-20.32054284964201,1841924.8430199071,NA,0.8037799768208969
CZFR,FR,CZ,-14.498330337614712,-19.91757186107158,1054838.3035052523,NA,0.8225907105286618
CZGB,GB,CZ,-15.356844453762882,-20.03098876991358,1383718.9458626558,NA,0.8008380137291611
CZGR,GR,CZ,-13.051216868628737,-21.294372010767596,1318545.1534127886,NA,0.8677899616653294
CZHR,HR,CZ,-13.82279635199101,-20.69803418851413,511596.9302544977,NA,0.3897655344566283
CZHU,HU,CZ,-12.128470571949617,-18.805499247792444,479827.12882756564,NA,0.8679682624587679
CZID,ID,CZ,-18.015110065271823,-23.70415271072838,11519386.806982698,NA,0.8721583311045734
CZIE,IE,CZ,-15.865597114755397,-20.518952126945432,1631047.861975254,NA,0.8008380137291611
CZIL,IL,CZ,-12.509615015016093,-21.484678872432585,2612290.514473894,NA,NA
CZIN,IN,CZ,-18.2481831147755,-23.516463818308708,6334213.767393936,NA,0.8306142462333957
CZIQ,IQ,CZ,-14.279265768940357,-23.739313153947673,3024912.9688679394,NA,NA
CZIT,IT,CZ,-15.701201322888464,-19.732803771170442,787697.6960911666,NA,0.8044040295979318
CZJO,JO,CZ,-12.281457626263382,-23.6724816011832,2724507.170057858,NA,NA
CZJP,JP,CZ,-16.947843994032507,-21.86807216292605,8968509.065057915,NA,0.904609075510386
CZKR,KR,CZ,-13.36255295239547,-21.578062270908728,8328917.101849895,NA,0.8849068378354285
CZKW,KW,CZ,-15.720105733862473,-23.791288980948377,3553182.7127571823,NA,NA
CZKZ,KZ,CZ,-16.482806956665538,-21.44994005384983,3803707.4936687276,NA,0.9055897298742979
CZLT,LT,CZ,-13.587153070028291,-20.917234608304444,920310.6233550438,NA,0.8126058660961042
CZLV,LV,CZ,-12.950510591307804,-21.51799671243689,1043017.0723777392,NA,NA
CZMA,MA,CZ,-16.90581503453924,-22.78104171098677,2579122.8206890584,NA,NA
CZMK,MK,CZ,-14.75088656185761,-22.568014838831317,1034272.3819683831,NA,0.4524382633502719
CZMY,MY,CZ,-15.92350772897301,-21.798177406064852,10343951.06614874,NA,NA
CZNL,NL,CZ,-15.746769108935702,-18.939234100881105,714405.8926390774,NA,0.8461264152625478
CZNO,NO,CZ,-12.647014097357605,-20.759949611862034,1397938.1042292195,NA,0.8518320406525809
CZOM,OM,CZ,-15.756535795241938,-24.24398431830895,4875524.1359736165,NA,NA
CZPE,PE,CZ,-16.144977110177578,-23.980128108575684,10938083.566444572,NA,0.8037799768208969
CZPH,PH,CZ,-17.837671610451004,-22.83714391262144,10097696.547420448,NA,0.8008380137291611
CZPK,PK,CZ,-18.468187651767114,-23.795523949339216,5050199.918981977,NA,0.8634215922260854
CZPL,PL,CZ,-13.178947584603184,-18.76543709934493,431226.1363201107,NA,0.39270749754836404
CZPT,PT,CZ,-15.49587984177974,-21.029254538467423,2136736.4490804835,NA,0.8496032807345992
CZQA,QA,CZ,-15.674902117681086,-23.58060682011814,4116186.6701766024,NA,NA
CZRO,RO,CZ,-14.199881776364759,-20.136580365615455,854446.97496297,NA,0.8102879557814032
CZRS,RS,CZ,-14.056866453136152,NA,785687.041239966,NA,0.3897655344566283
CZRU,RU,CZ,-13.421446825397647,-20.345157273921064,5169486.971674894,NA,0.5537131140233574
CZSA,SA,CZ,-14.978587354614382,-23.266021339947287,3777421.9153929544,NA,NA
CZSE,SE,CZ,-16.140173041957794,-19.827460730876368,1363663.7622176006,NA,0.7979852010341446
CZSI,SI,CZ,-13.518233898433827,-19.82774974568086,389815.663888034,NA,0.3180886154943389
CZSK,SK,CZ,-11.537454571884194,-17.431456356110818,348712.00277484464,NA,0.292591602032629
CZTH,TH,CZ,-16.793858177816357,-21.75440170468704,8394383.831589134,NA,0.882410626727289
CZTR,TR,CZ,-15.097100976723798,-21.153924481242903,1970610.360684048,NA,0.8652046001604706
CZTW,TW,CZ,-16.650486113119932,-21.606170136168117,9073012.520916028,NA,0.8940893286975128
CZUA,UA,CZ,-13.892368343951327,-20.229126002075784,1232347.3616671169,NA,0.4965677097263083
CZUS,US,CZ,-14.708031923425116,-22.39641572667854,8139808.22851375,NA,0.8008380137291611
CZVN,VN,CZ,-13.905062495793102,-22.804512256967698,8852509.406733658,NA,0.8925737719532852
CZZA,ZA,CZ,-16.593093118337062,-21.807438429667048,8944302.866688276,NA,0.8008380137291611
DEDK,DK,DE,-15.279181510441413,-20.52606826331766,502014.0706359462,100.3247057541851,0.6068467504680395
DEDZ,DZ,DE,-14.563250367450088,-21.895729869631108,2690231.6853104956,26.158017745560464,NA
DEEE,EE,DE,-14.004182350440846,-22.37751775753725,1284664.4695219058,NA,0.8632432914326469
DEEG,EG,DE,-13.169777416022898,-22.446859606177934,3181557.4520023246,26.158017745560464,NA
DEES,ES,DE,-14.256486556070909,-20.12446536826729,1698887.0048855008,160.22523713848832,0.8289203886957297
DEFI,FI,DE,-15.565652924991056,-20.725614791812383,1658785.6011462673,80.72117929905873,0.5778728715342782
DEFR,FR,DE,-10.794049620262477,-19.26840200405023,873052.3514286781,NA,0.8534367477935277
DEGB,GB,DE,-12.232233329427032,-19.66562163430687,1013834.5682585092,150.1034955562486,0.6117500222875992
DEGR,GR,DE,-11.036856574753592,-21.698392184663636,1653497.9582516507,NA,0.8625300882588928
DEHK,HK,DE,-17.59964921331042,NA,NA,150.1034955562486,0.6117500222875992
DEHR,HR,DE,-13.94442257099784,-20.933992905281123,795775.7462671902,NA,0.8200053490238032
DEHU,HU,DE,-13.360795877202731,-20.055497409528435,851829.6003210909,169.5971123368889,0.8875813497370063
DEIE,IE,DE,-15.131414094984954,-20.727981753213818,1268196.679542339,150.1034955562486,0.6117500222875992
DEIL,IL,DE,-12.864985257951119,-21.485669443429007,2979515.5392586025,101.87597425797114,NA
DEIN,IN,DE,-15.039098390958454,-21.710950218155823,6672355.178935797,121.04028125031165,0.8378354283676562
DEIQ,IQ,DE,-13.312437514540022,-23.690665621969657,3395636.239468014,26.158017745560464,NA
DEIT,IT,DE,-13.634658293161817,-19.553435204286085,980660.1694287101,105.33957286180707,0.769902826067576
DEJO,JO,DE,-14.519642322831697,-23.456749991370142,3093166.233137503,26.158017745560464,NA
DEJP,JP,DE,-13.80485430024145,-20.919100912163035,9036352.63561864,147.12929960526483,0.8882945529107604
DEKR,KR,DE,-14.27609191843191,-20.788812241951135,8438208.185918551,135.20870887329363,0.9332263528572703
DEKW,KW,DE,-16.296157457408412,-22.78011821944387,3923853.841199086,26.158017745560464,NA
DEKZ,KZ,DE,-15.191871041095647,-20.858642432742663,4046586.519771221,25.342422092968192,0.8846393866452706
DELT,LT,DE,-13.638043292012838,-21.662031440948017,1017621.0365969082,62.66510596697005,0.8323972541677811
DELV,LV,DE,-13.201997108547353,-22.263913111653412,1120917.0975310043,104.142004289147,NA
DEMA,MA,DE,-17.166967009872607,-23.039113892103316,2511984.1976395138,26.158017745560464,NA
DEMK,MK,DE,-15.668804316583692,-22.02338085636019,1385770.2374219117,11.360185653732751,0.7929036284211465
DEMX,MX,DE,-18.028088508739653,-21.855181506601834,9466347.664531624,160.22523713848832,0.8289203886957297
DEMY,MY,DE,-17.83520570917339,-20.97614323796699,10626668.691963164,NA,NA
DENL,NL,DE,-14.997261393145267,-18.990405745341565,343970.7929642923,NA,0.5153784434340732
DENO,NO,DE,-15.785673002010755,-20.3838912109959,1169244.0660406759,55.2410714909589,0.677543015066417
DENZ,NZ,DE,-16.315690463596496,-22.905379411328923,18400284.974182338,150.1034955562486,0.6117500222875992
DEOM,OM,DE,-17.14939632070867,-23.412760609635516,5244975.291084484,26.158017745560464,NA
DEPE,PE,DE,-15.888677158673824,-23.60592998019171,10647843.048635004,160.22523713848832,0.8289203886957297
DEPH,PH,DE,-17.632413677481065,-22.02792033890138,10313888.611325294,150.1034955562486,0.6117500222875992
DEPK,PK,DE,-15.64342427359552,-22.66571593780815,5379340.640956741,34.03496717388132,0.838102879557814
DEPL,PL,DE,-13.785944397240371,-19.605271221593554,656601.9772716842,59.552392496756084,0.8603013283409111
DEPT,PT,DE,-17.640664543542258,-21.285524049523634,1956387.625619482,67.16845004095326,0.8338236605152893
DEQA,QA,DE,-14.497274443968793,-22.797031035174466,4487081.293430776,26.158017745560464,NA
DERO,RO,DE,-13.772747018650188,-21.436706233194457,1224683.5372845246,20.134196413550395,0.786039047873763
DERS,RS,DE,-14.150067151388322,NA,1144399.2220126947,NA,0.8200053490238032
DERU,RU,DE,-11.364902020686014,-20.72473713382412,5245290.661681397,145.1532214353731,0.8254435232236783
DESA,SA,DE,-13.868514890603253,-21.771232638557528,4149746.54765015,26.158017745560464,NA
DESE,SE,DE,-14.955287116362898,-20.40898851218794,1199976.7082722336,80.72117929905873,0.5778728715342782
DESG,SG,DE,-14.3639657835832,-20.635345799532445,10128199.44039986,150.1034955562486,0.6117500222875992
DESI,SI,DE,-15.342023520459753,-20.096865238064563,676649.582491035,10.048490232166595,0.800124810555407
DESK,SK,DE,-15.875438336304539,-19.296835284326612,715419.4398913948,NA,0.8339128109120086
DETH,TH,DE,-15.35258483273904,-22.01377524857994,8683640.824208107,136.4400590060447,0.8603013283409111
DETR,TR,DE,-12.81471995276666,-21.077460701267324,2342618.0433400744,116.94910755988381,0.8769724525274137
DETW,TW,DE,-16.670730308361147,-20.765394781262792,9256963.199531315,123.89013320546847,0.9194971917625033
DEUA,UA,DE,-10.964532389811575,-20.709787941449072,1549627.0285109407,35.47989623890871,0.8416688954265846
DEUS,US,DE,-12.669690494227597,-20.799566011603392,7772271.696315879,150.1034955562486,0.6117500222875992
DEVN,VN,DE,-15.131309644859167,-22.290778757496476,9112649.371733062,135.80912206980526,0.8467504680395828
DEZA,ZA,DE,-15.884084220840185,-21.118879077529478,9198807.000547491,150.1034955562486,0.6117500222875992
DKEE,EE,DK,-12.603815696309734,-21.167991327196596,1010630.1879374502,NA,0.9074618882054025
DKEG,EG,DK,-16.750100127395367,-23.89530081053531,3603846.5151603455,98.38964110541342,NA
DKFI,FI,DK,-14.609265226420508,-19.920888893682406,1252778.6387582312,128.13289166617045,0.5377551930106089
DKFR,FR,DK,-14.510534712017959,-21.53877950939435,1244403.6288563777,NA,0.8369439244004635
DKGB,GB,DK,-14.881222589471005,-20.873709196324032,919448.3770881863,208.1559704949568,0.5957921012748506
DKGR,GR,DK,-14.530733882363139,-22.239932999291725,2089657.2826409165,NA,0.8718908799144156
DKHR,HR,DK,-14.330960174578431,-21.679184119550225,1266076.0308076409,NA,0.8113577605420345
DKHU,HU,DK,-15.861850486552918,-21.639405140440022,1215546.6227351502,196.06687144004516,0.8863332441829366
DKID,ID,DK,-17.302790742221493,-23.82225774326735,11714734.46850606,170.19283334463674,0.8949808326647053
DKIL,IL,DK,-13.655255020942468,-22.258491870072483,3337805.805336888,142.11186110414397,NA
DKIN,IN,DK,-18.00777519825891,-24.080855753820064,6760878.324351654,156.726650014041,0.8217883569581885
DKIQ,IQ,DK,-14.795660017468743,-24.178223654341853,3654097.939329145,98.38964110541342,NA
DKJP,JP,DK,-15.23636607036369,-22.777124213317872,8677303.974514525,207.44169992710346,0.9129000624052778
DKKR,KR,DK,-15.109263717119848,-22.671502667711145,8124037.4210088765,198.95034518961572,0.9046982259071054
DKLT,LT,DK,-12.425200615767904,-20.745475615505914,869994.8766235375,117.5407683370947,0.8586074708032451
DKLV,LV,DK,-12.255947935023823,-21.01645022863879,926408.0301908592,144.02215337137062,NA
DKMA,MA,DK,-16.78346564276048,-23.988814980864383,2914715.9407551102,98.38964110541342,NA
DKNL,NL,DK,-15.138572522372376,-20.348060286833977,477516.66902445874,NA,0.6839618436302042
DKNO,NO,DK,-13.058561234349217,-19.50468097194113,667916.944759641,112.46633049821826,0.5237585807256843
DKPH,PH,DK,-17.79125811897489,-23.631840406108207,10131114.576520698,208.1559704949568,0.5957921012748506
DKPK,PK,DK,-17.750602175080058,-23.814580403836903,5449604.7218347695,105.08751797645107,0.829366140679326
DKPL,PL,DK,-14.769747254193009,-21.06067067192898,790274.2610435997,115.84135176959873,0.8658286529375055
DKRO,RO,DK,-15.734190925858796,-23.369632578302866,1524468.6199866235,101.54544079818587,0.7999465097619685
DKRU,RU,DK,-16.10470827863943,-23.1405725419571,4910643.87336219,206.77660037218627,0.838459481144691
DKSA,SA,DK,-16.62893584461817,-23.278249544014077,4458046.408687931,98.38964110541342,NA
DKSE,SE,DK,-13.147583915658071,-19.094395370871943,726329.3132609882,128.13289166617045,0.5377551930106089
DKTR,TR,DK,-16.06088749470477,-23.125147370624394,2629636.7305789716,152.89058440134454,0.9074618882054025
DKUA,UA,DK,-15.162803661848672,-21.655439114958142,1672089.1569372236,105.4919748281146,0.8467504680395828
DKUS,US,DK,-15.916439480352787,-23.233833678205315,7434635.109801959,208.1559704949568,0.5957921012748506
DKVN,VN,DK,-15.7119336800977,-23.347113799438915,9009149.75842561,165.8410096326124,0.9030935187661585
DKZA,ZA,DK,-15.700171010916666,-22.832418960288226,9693350.542809812,208.1559704949568,0.5957921012748506
DZEG,EG,DZ,-13.491622015769495,-22.735149798689953,2662939.4319045553,0,0
DZES,ES,DZ,-14.040803797043177,-20.35295448401275,1482568.5966434423,166.39748513958506,NA
DZFI,FI,DZ,-15.830837666346355,-22.776153070184787,4330281.938420905,83.39008607952832,NA
DZFR,FR,DZ,-12.346456218664962,-20.304369945748416,2005678.0463712623,NA,NA
DZGB,GB,DZ,-14.266686423216514,-21.896482453256237,2950091.4390666047,156.59282004870923,NA
DZGR,GR,DZ,-15.248962978285054,-22.296130770317948,2139916.1320622116,NA,NA
DZHU,HU,DZ,-15.770354295665431,-23.377141452904922,2581457.1800186126,170.62496313754698,NA
DZID,ID,DZ,-18.118006312291996,-23.81857277183398,12926341.083905058,140.69020878687894,NA
DZIL,IL,DZ,-16.29186995046421,-31.900608815731033,3082440.3144552796,104.11151944570605,NA
DZIN,IN,DZ,-19.36942917898775,-23.79234638522969,7468562.1450804025,124.34005973780548,NA
DZIQ,IQ,DZ,-14.895989360160673,-25.440196574569093,3946994.5920423996,0,0
DZIT,IT,DZ,-13.567022433021581,-20.36741228335173,1873638.455267,107.32403587910284,NA
DZJO,JO,DZ,-15.600155822810997,-23.723032908202818,3203043.900612981,0,0
DZJP,JP,DZ,-16.1576878395772,-22.880004056477752,11493418.884076584,153.20765594659073,NA
DZKR,KR,DZ,-15.467076288665451,-22.457759679034297,10765862.805432204,141.63370671766592,NA
DZKW,KW,DZ,-15.076116499307552,-25.819148364636295,4343536.727887843,0,0
DZKZ,KZ,DZ,-16.261317479280052,-26.740427244429295,5925798.890590417,33.53410112144537,NA
DZLV,LV,DZ,-16.155605068950173,-23.379611652070327,3662605.5536643467,106.99838413284071,NA
DZMA,MA,DZ,-14.607609557740366,-21.927286138531738,890148.5842618875,0,0
DZMX,MX,DZ,-16.06543284336412,-24.052826781795815,10190474.224285988,166.39748513958506,NA
DZNL,NL,DZ,-15.284626070996513,-20.795162336200246,2736832.3983540614,NA,NA
DZNO,NO,DZ,-14.620866488902434,-24.482314642154094,3819961.3974111485,59.34987452786549,NA
DZOM,OM,DZ,-13.811528267066,-25.542334422634685,5482512.579824729,0,0
DZPH,PH,DZ,-18.06785937971424,-25.955531538404944,12039044.412152203,156.59282004870923,NA
DZPK,PK,DZ,-18.59726928587655,-26.09322710648177,6429486.439538183,39.749870088990654,NA
DZPL,PL,DZ,-16.227646226043756,-23.314036915098185,3022632.579500523,63.2763644027041,NA
DZPT,PT,DZ,-13.997186569136895,-21.65694713643006,1632887.113319851,70.66751913990753,NA
DZQA,QA,DZ,-13.52154648547998,-25.659231096719793,4773407.996647338,0,0
DZRO,RO,DZ,-15.732572310792623,-22.914123438797816,2781671.4193882314,30.524406736729144,NA
DZRS,RS,DZ,-15.357075542968463,NA,2397573.5979485167,NA,NA
DZRU,RU,DZ,-15.04903816562286,-23.713422350042666,7719231.017814335,152.13440792344912,NA
DZSA,SA,DZ,-14.441069861712698,-24.11438687147751,4177256.9899559454,0,0
DZSE,SE,DZ,-16.328027956811805,-22.381505618300626,3886973.171077521,83.39008607952832,NA
DZSK,SK,DZ,-16.928741226668382,-24.65449004238186,2701455.0398533815,NA,NA
DZTH,TH,DZ,-17.80002696354025,-23.15651767635524,9906681.578694483,138.43179218948518,NA
DZTR,TR,DZ,-15.821679169370851,-21.545860301542316,3186026.422426937,118.9777237575461,NA
DZUS,US,DZ,-14.494655878787254,-21.997064016224527,8964228.801966947,156.59282004870923,NA
DZVN,VN,DZ,-13.876254694580641,-24.840922096409443,10570430.466834312,136.84586225593128,NA
DZZA,ZA,DZ,-13.640918285574832,-24.061956275736367,6904254.578668454,156.59282004870923,NA
EEES,ES,EE,-15.150745483989073,-23.603886547672317,2982313.3291147454,NA,0.8659178033342247
EEFI,FI,EE,-11.50441019510078,-19.08471813916006,556597.4539663672,NA,0.8773290541142907
EEFR,FR,EE,-14.987833254507128,-23.517574367691378,2155444.956634281,NA,0.8742087902291166
EEGB,GB,EE,-14.211134093244295,-22.832693357214318,1906959.073671216,NA,0.9048765267005437
EEGR,GR,EE,-13.045736744962765,-25.09023598513704,2244501.6370696942,NA,0.8860657929927788
EEHR,HR,EE,-12.470229707569693,-24.10352232492508,1694529.2039419105,NA,0.8633324418293662
EEHU,HU,EE,-13.394898458250056,-22.354862626325644,1393631.977609395,NA,0.8154586787911206
EEIN,IN,EE,-18.38382603280756,-25.77186196534884,5932372.358168545,NA,0.8786663100650798
EEIQ,IQ,EE,-15.669764507576241,NA,3188130.728473585,NA,NA
EEIT,IT,EE,-15.127343445542161,-23.372123437457606,2014655.0261745667,NA,0.8906124632254614
EEJO,JO,EE,-14.262648924831124,-23.008408582822156,3206875.902837312,NA,NA
EEJP,JP,EE,-15.896396984981862,-24.901379021634202,7753489.060815232,NA,0.8620843362752965
EEKW,KW,EE,-13.135761717431913,NA,3676202.464089537,NA,NA
EEKZ,KZ,EE,-15.395650547124953,-23.15143638528922,2975970.384551291,NA,0.903271819559597
EELT,LT,EE,-10.484993278786407,-19.314630100973574,354696.561774506,NA,0.8854417402157438
EELV,LV,EE,-9.818669454221672,-18.79811963490058,230314.6645968305,NA,NA
EEMA,MA,EE,-16.66587361899619,-23.929363313617458,3789617.4289294677,NA,NA
