t;id;i;iso3;country;Out-degree;In-degree;Out-strength;In-strength;Out-degree_percent;In-degree percent;Out-strength-percent;In-strength_percent;Out-closenness;In-closenness;W-Out-closenness;W-In-closenness;Out-eigenvector;In-eigenvector;W-Out-eigenvector;W-In-eigenvector
2006;71;332;HTI;Haiti;0.3841808;0.4632768;3187.84;8063.367;0.3134363;0.3779673;0.0048308;0.0122191;0.6188811;0.6507353;0.4246143;0.354715;0.0439849;0.0531476;0.0004872;0.0011704
2005;71;332;HTI;Haiti;0.3898305;0.480226;3190.237;6307.317;0.3176211;0.3912723;0.005558;0.0109885;0.6210526;0.6579925;0.4498501;0.3771564;0.0443614;0.0548629;0.000513;0.001119
2004;71;332;HTI;Haiti;0.3954802;0.4632768;2379.278;5657.443;0.329893;0.3864461;0.0046783;0.011124;0.6232395;0.6507353;0.3997831;0.3830789;0.0464922;0.0543836;0.0004749;0.0011328
2003;71;332;HTI;Haiti;0.3502825;0.4124294;2092.36;5475.224;0.2932551;0.3452843;0.0050402;0.013189;0.6061644;0.6298932;0.4345297;0.3674747;0.0415287;0.0492162;0.0005264;0.0013515
2002;71;332;HTI;Haiti;0.3615819;0.4180791;1595.083;5077.808;0.3072639;0.3552739;0.004473;0.0142395;0.6103448;0.6321428;0.3967219;0.3632286;0.0429943;0.0505267;0.0004724;0.0013621
2001;71;332;HTI;Haiti;0.3276836;0.4124294;1698.37;5206.145;0.2820052;0.3549375;0.004947;0.0151644;0.597973;0.6298932;0.3886466;0.3341365;0.0394574;0.0508171;0.0005181;0.0013132
2000;71;332;HTI;Haiti;0.3898305;0.3954802;1887.939;5046.334;0.3419735;0.3469297;0.0053308;0.0142489;0.6210526;0.6232395;0.3769289;0.3508245;0.0469456;0.049402;0.0005598;0.0013121
1999;71;332;HTI;Haiti;0.3389831;0.4124294;1905.975;5227.633;0.3085944;0.3754565;0.0060644;0.0166332;0.6020408;0.6298932;0.4559261;0.3803557;0.0424192;0.0531662;0.0006344;0.0015441
1998;71;332;HTI;Haiti;0.3502825;0.3898305;1792.824;4808.868;0.3241152;0.3607089;0.0059149;0.0158654;0.6061644;0.6210526;0.4295269;0.3610751;0.0454162;0.0516297;0.0006227;0.0014531
1997;71;332;HTI;Haiti;0.3728814;0.3898305;1482.13;4792.965;0.3527148;0.3687473;0.0048489;0.0156805;0.6145833;0.6210526;0.3798304;0.3522636;0.0478368;0.0526013;0.0005061;0.0013905
1996;71;332;HTI;Haiti;0.3559322;0.3502825;1221.064;4295.632;0.352704;0.3471056;0.0041463;0.0145864;0.6082474;0.6061644;0.3212327;0.3348016;0.048578;0.049662;0.0004117;0.0013165
1995;71;332;HTI;Haiti;0.2768362;0.3389831;1071.332;4475.333;0.2923627;0.3579952;0.003846;0.016066;0.5803279;0.6020408;0.2594699;0.3127864;0.041303;0.0519257;0.0003567;0.0015529
2010;72;348;HUN;Hungary;0.9548023;0.8135593;499504.3;469739.7;0.7764403;0.6615823;0.6034587;0.5674995;0.9567568;0.8428571;0.9580795;0.3694514;0.094345;0.0836082;0.0223478;0.024435
2009;72;348;HUN;Hungary;0.9491525;0.8248588;431273.8;414373.5;0.7879186;0.6847388;0.638532;0.61351;0.9516129;0.8509616;0.9524348;0.4878496;0.0948077;0.085783;0.0260505;0.0275569
2008;72;348;HUN;Hungary;0.9548023;0.8079096;568785.3;589913.5;0.7640491;0.646503;0.6414793;0.6653078;0.9567568;0.8388625;0.8652537;0.4065305;0.0934952;0.0830382;0.0268301;0.0308828
2007;72;348;HUN;Hungary;0.9717514;0.8926554;510475.7;517306;0.7817472;0.7181165;0.6728695;0.6818727;0.9725274;0.9030612;0.8395278;0.4159858;0.0946051;0.0894326;0.0269115;0.0288586
2006;72;348;HUN;Hungary;0.9717514;0.8531073;396620.9;425661.2;0.7928094;0.6960129;0.6010351;0.6450424;0.9725274;0.8719212;0.7743049;0.4820585;0.0952633;0.0875777;0.0243913;0.0251757
2005;72;348;HUN;Hungary;0.9548023;0.8474576;340650.2;361741.5;0.7779414;0.6904805;0.5934741;0.630219;0.9567568;0.8676471;0.8186824;0.5277987;0.0945719;0.0871297;0.0241523;0.0235669
2004;72;348;HUN;Hungary;0.9435028;0.8757062;300347.6;335178.3;0.7870305;0.7304774;0.5905596;0.6590456;0.9465241;0.8894472;0.7137441;0.5279527;0.0948897;0.0896306;0.0258691;0.0255333
2003;72;348;HUN;Hungary;0.960452;0.9096045;237236.8;269993.3;0.8040867;0.7615173;0.5714678;0.6503734;0.9619565;0.9170985;0.7747493;0.4661012;0.0962679;0.0941188;0.0247344;0.0235188
2002;72;348;HUN;Hungary;0.9491525;0.920904;192964.4;210511.3;0.8065677;0.7825628;0.5411209;0.5903268;0.9516129;0.9267015;0.727229;0.4558738;0.0964791;0.0956027;0.0216245;0.0180808
2001;72;348;HUN;Hungary;0.9548023;0.9096045;179421.2;188344.7;0.8217047;0.7828075;0.5226171;0.5486095;0.9567568;0.9170985;0.6670558;0.4103943;0.0978908;0.0957746;0.0205558;0.0167122
2000;72;348;HUN;Hungary;0.9548023;0.8870056;167057.1;180493.5;0.8375874;0.7781137;0.4717031;0.5096422;0.9567568;0.8984771;0.6013546;0.4345027;0.0989167;0.0949871;0.0166502;0.0142867
1999;72;348;HUN;Hungary;0.9548023;0.9039548;148380.2;157338.9;0.8692074;0.8229183;0.4721149;0.5006197;0.9567568;0.9123712;0.7786347;0.4643052;0.1008339;0.0982411;0.0180245;0.0156065
1998;72;348;HUN;Hungary;0.8983051;0.8700565;136746.7;145891.8;0.8311987;0.8050604;0.451154;0.4813258;0.9076923;0.885;0.7396603;0.4437407;0.0979743;0.0966417;0.0175542;0.0168467
1997;72;348;HUN;Hungary;0.920904;0.8531073;114539.3;121990.3;0.8710988;0.8069687;0.3747241;0.3991006;0.9267015;0.8719212;0.7491921;0.4401343;0.1012812;0.0966078;0.0133324;0.0134008
1996;72;348;HUN;Hungary;0.920904;0.8361582;89075.78;97888.75;0.9125518;0.8285746;0.3024683;0.3323939;0.9267015;0.8592233;0.7105431;0.4183186;0.1039245;0.0975354;0.0110688;0.011726
1995;72;348;HUN;Hungary;0.9152542;0.8870056;82612.02;91671.77;0.9665871;0.9367542;0.2965692;0.3290928;0.921875;0.8984771;0.5572693;0.3715248;0.1074637;0.1059549;0.0107823;0.0114618
2010;73;360;IDN;Indonesia;0.9943503;0.9774011;1002430;772014.4;0.8086006;0.7948176;1.211051;0.9326822;0.994382;0.9779006;0.965906;0.3700545;0.0957005;0.0955463;0.0712569;0.0446823
2009;73;360;IDN;Indonesia;0.9943503;0.9548023;774255.1;562714;0.8254386;0.7926086;1.14634;0.8331387;0.994382;0.9567568;0.9564353;0.4867358;0.096954;0.0951296;0.0649774;0.0378496
2008;73;360;IDN;Indonesia;0.9943503;0.960452;944861.5;725344.5;0.795696;0.76857;1.06562;0.8180476;0.994382;0.9619565;0.8699602;0.4038546;0.0950077;0.0936093;0.062931;0.0348957
2007;73;360;IDN;Indonesia;1;0.9435028;796866.6;476000.3;0.8044723;0.7590219;1.050368;0.6274267;1;0.9465241;0.8413659;0.4101728;0.0957818;0.0930817;0.0592739;0.0237217
2006;73;360;IDN;Indonesia;1;0.9378531;687956.7;383193.8;0.8158562;0.7651532;1.042522;0.5806878;1;0.9414893;0.7759066;0.474182;0.0965222;0.093567;0.0580264;0.0209389
2005;73;360;IDN;Indonesia;1;0.9322034;583879.8;358721.4;0.8147671;0.7595286;1.017224;0.6249574;1;0.9365079;0.8190047;0.5190746;0.0963657;0.0925053;0.0555512;0.0224138
2004;73;360;IDN;Indonesia;0.9943503;0.9152542;511088.9;281239;0.8294453;0.7634667;1.00493;0.5529871;0.994382;0.921875;0.7126983;0.5192496;0.0976423;0.0936569;0.0531342;0.0204847
2003;73;360;IDN;Indonesia;1;0.9435028;448050.3;226104.2;0.8371961;0.7898968;1.079286;0.5446512;1;0.9465241;0.7748811;0.4597785;0.0981936;0.0955893;0.054637;0.0188227
2002;73;360;IDN;Indonesia;0.9887006;0.9322034;390616.3;193234;0.8401748;0.7921647;1.095387;0.5418771;0.9888268;0.9365079;0.7281048;0.4510402;0.0985307;0.0957981;0.0538284;0.0181805
2001;73;360;IDN;Indonesia;0.9943503;0.9265537;384972.9;188402.1;0.8557398;0.7973939;1.121347;0.5487766;0.994382;0.9315789;0.6695771;0.4074454;0.0995847;0.0967479;0.0541864;0.0188565
2000;73;360;IDN;Indonesia;1;0.9322034;407050.3;203672.3;0.8772365;0.8177628;1.149349;0.5750901;1;0.9365079;0.6047488;0.4327004;0.1010728;0.0974702;0.055956;0.0193802
1999;73;360;IDN;Indonesia;1;0.9322034;334762.2;145781.1;0.9103534;0.8486344;1.065143;0.463845;1;0.9365079;0.7809802;0.4559238;0.103036;0.0996804;0.0513672;0.0157709
1998;73;360;IDN;Indonesia;0.9887006;0.9039548;316784.8;148750.8;0.9148414;0.8364264;1.045135;0.4907579;0.9888268;0.9123712;0.7421138;0.4378672;0.1034315;0.0988912;0.0511234;0.0196602
1997;73;360;IDN;Indonesia;0.9774011;0.9491525;332373.8;253914.9;0.9245404;0.8978195;1.087386;0.8307021;0.9779006;0.9516129;0.760311;0.4432473;0.1040466;0.1036416;0.0577807;0.0377793
1996;73;360;IDN;Indonesia;0.8361582;0.7570621;321296.2;242573.2;0.8285746;0.7501959;1.091003;0.8236887;0.8592233;0.8045455;0.7312298;0.4236442;0.098239;0.0917646;0.0595771;0.038495
1995;73;360;IDN;Indonesia;0.8135593;0.7231638;290221.2;229248.7;0.8591886;0.7637231;1.041866;0.8229806;0.8428571;0.7831858;0.5709473;0.3768953;0.1003839;0.0919741;0.0591489;0.0387959
2010;74;699;IND;India;1;0.9887006;1324615;1647473;0.8131949;0.8040062;1.600287;1.990337;1;0.9888268;0.9676439;0.3718308;0.0960605;0.0966265;0.0682053;0.0732874
2009;74;699;IND;India;1;0.9830508;1034708;1474607;0.8301285;0.8160586;1.53196;2.183262;1;0.9833333;0.9585649;0.4917409;0.0973263;0.097402;0.0622098;0.0809099
2008;74;699;IND;India;1;0.9943503;1185788;1716644;0.800217;0.795696;1.337338;1.93604;1;0.994382;0.868417;0.4072892;0.095398;0.0958;0.0605127;0.0704919
2007;74;699;IND;India;1;0.9774011;938916.2;1273745;0.8044723;0.7862922;1.237607;1.678952;1;0.9779006;0.8420181;0.4159405;0.0957818;0.0955633;0.0555461;0.0583242
2006;74;699;IND;India;1;1;773473.8;1011839;0.8158562;0.8158562;1.172114;1.53333;1;1;0.7765988;0.4802624;0.0965222;0.0976802;0.0518117;0.0482889
2005;74;699;IND;India;1;0.9887006;626173.9;680064.6;0.8147671;0.8055607;1.090908;1.184795;1;0.9888268;0.8212792;0.5232932;0.0963657;0.0970509;0.0494626;0.0420384
2004;74;699;IND;India;1;0.960452;516897.5;476125.8;0.8341581;0.8011687;1.016352;0.9361842;1;0.9619565;0.7132264;0.5186336;0.0978055;0.0965169;0.0443214;0.0337168
2003;74;699;IND;India;1;0.9548023;402959.7;397245.6;0.8371961;0.7993568;0.9706694;0.9569051;1;0.9567568;0.7749668;0.4591378;0.0981936;0.0966539;0.0409458;0.0300209
2002;74;699;IND;India;0.9943503;0.9378531;328212.1;282597.7;0.8449758;0.7969658;0.9203897;0.7924752;0.994382;0.9414893;0.7282811;0.4491756;0.0990401;0.0962697;0.0385869;0.0241821
2001;74;699;IND;India;0.9887006;0.9322034;280091.3;248224.2;0.8508776;0.802256;0.8158482;0.723026;0.9888268;0.9365079;0.666966;0.4029349;0.0994917;0.0971335;0.0331184;0.0207762
2000;74;699;IND;India;0.9830508;0.920904;283147.1;256052.2;0.862368;0.8078505;0.7994953;0.7229902;0.9833333;0.9267015;0.6028018;0.4268521;0.1006198;0.0972193;0.0332048;0.0193171
1999;74;699;IND;India;0.9830508;0.9039548;242781.3;291403;0.8949236;0.8229183;0.7724793;0.9271837;0.9833333;0.9123712;0.7787197;0.4587611;0.1025045;0.0977029;0.0326722;0.0242619
1998;74;699;IND;India;0.9830508;0.8813559;231049.5;242582.8;0.9096136;0.8155157;0.7622777;0.8003283;0.9833333;0.8939394;0.7410837;0.4370957;0.1033571;0.0973786;0.0328928;0.0241433
1997;74;699;IND;India;0.9830508;0.8531073;239526.9;223276.4;0.9298846;0.8069687;0.7836307;0.7304657;0.9833333;0.8719212;0.7530736;0.4344974;0.104876;0.0965367;0.0334082;0.0244873
1996;74;699;IND;India;0.9830508;0.8418079;226916.7;211354.4;0.974135;0.8341731;0.7705249;0.7176811;0.9833333;0.8634146;0.7217072;0.4153582;0.1074112;0.0980964;0.0331585;0.0262403
1995;74;699;IND;India;0.9774011;0.8305085;206225.5;199020.6;1.03222;0.8770883;0.7403294;0.7144647;0.9779006;0.8550724;0.5633731;0.3703603;0.1110872;0.100393;0.0321216;0.0273389
2010;75;372;IRL;Ireland;0.9717514;0.960452;796079.3;351102.1;0.7902233;0.7810346;0.9617553;0.4241717;0.9725274;0.9619565;0.9649158;0.3693069;0.0947794;0.0947072;0.0479454;0.0256495
2009;75;372;IRL;Ireland;0.9887006;0.9548023;775572.8;353113.3;0.8207485;0.7926086;1.148291;0.5228097;0.9888268;0.9567568;0.9600629;0.4884921;0.096939;0.0953292;0.0602677;0.0353876
2008;75;372;IRL;Ireland;0.9717514;0.9491525;839437.6;486862.5;0.777612;0.759528;0.9467224;0.5490862;0.9725274;0.9516129;0.8679897;0.4066633;0.0943992;0.0931976;0.0522364;0.0354339
2007;75;372;IRL;Ireland;0.9717514;0.9717514;820500;503686.4;0.7817472;0.7817472;1.081519;0.6639205;0.9725274;0.9725274;0.8427057;0.4166906;0.0945733;0.0950989;0.057594;0.0403172
2006;75;372;IRL;Ireland;0.9774011;0.9491525;764058.7;445409.4;0.7974188;0.774372;1.157846;0.6749687;0.9779006;0.9516129;0.7784198;0.4830716;0.095453;0.0947227;0.0599855;0.0382339
2005;75;372;IRL;Ireland;0.9887006;0.960452;757915.8;418010;0.8055607;0.7825446;1.320426;0.7282487;0.9888268;0.9619565;0.8244703;0.5294495;0.0960469;0.0949728;0.0689297;0.0417356
2004;75;372;IRL;Ireland;0.9717514;0.9661017;701579.5;369518.3;0.8105943;0.8058815;1.379483;0.7265668;0.9725274;0.9672131;0.7177062;0.5291216;0.0966757;0.0967126;0.0735194;0.0415085
2003;75;372;IRL;Ireland;0.9830508;0.9717514;620255;313869.2;0.8230063;0.8135465;1.494101;0.7560639;0.9833333;0.9725274;0.7805289;0.4681752;0.0977196;0.0980296;0.0809199;0.0420579
2002;75;372;IRL;Ireland;0.9830508;0.9265537;536783;300412.4;0.8353737;0.7873638;1.505275;0.8424322;0.9833333;0.9315789;0.7330702;0.459591;0.0985166;0.0961367;0.0760416;0.0433459
2001;75;372;IRL;Ireland;0.9774011;0.9265537;495135.5;289356.8;0.8411533;0.7973939;1.442228;0.8428367;0.9779006;0.9315789;0.6722764;0.4136821;0.0991349;0.0968992;0.0724795;0.0422284
2000;75;372;IRL;Ireland;0.9774011;0.9491525;438004.7;284674.8;0.8574119;0.8326312;1.236752;0.8038092;0.9779006;0.9516129;0.6054841;0.4379456;0.1000038;0.0995155;0.0580278;0.0387037
1999;75;372;IRL;Ireland;0.9774011;0.9096045;401122.2;268718.8;0.8897804;0.8280615;1.276287;0.8550073;0.9779006;0.9170985;0.7834037;0.4679977;0.1024009;0.0986605;0.0590603;0.042626
1998;75;372;IRL;Ireland;0.9887006;0.9096045;348822.1;247466;0.9148414;0.841654;1.150832;0.816439;0.9888268;0.9170985;0.7431837;0.4474502;0.1035332;0.099392;0.0539883;0.0430442
1997;75;372;IRL;Ireland;0.9830508;0.9096045;283388.7;235958.2;0.9298846;0.8604105;0.9271279;0.7719553;0.9833333;0.9170985;0.7570636;0.4454964;0.1048391;0.1011904;0.0407156;0.0389234
1996;75;372;IRL;Ireland;0.9830508;0.9152542;256329.3;208069.7;0.974135;0.9069533;0.8703993;0.7065275;0.9833333;0.921875;0.7266835;0.4254936;0.1071233;0.104366;0.0399891;0.0368935
1995;75;372;IRL;Ireland;0.9774011;0.8926554;243164.5;178107.5;1.03222;0.9427208;0.8729368;0.6393886;0.9779006;0.9030612;0.5680119;0.377584;0.1107982;0.10625;0.0395712;0.0367308
2010;76;364;IRN;Iran;0.8757062;0.7570621;675720.4;393285.9;0.7121198;0.615639;0.8163479;0.4751346;0.8894472;0.8045455;0.9691561;0.3641751;0.0890997;0.0800596;0.0433385;0.0165671
2009;76;364;IRN;Iran;0.6327683;0.5480226;309030.2;249375;0.525279;0.4549292;0.4575416;0.3692177;0.731405;0.6887159;0.9405971;0.479165;0.0719353;0.063718;0.0279023;0.0158694
2008;76;364;IRN;Iran;0.7118644;0.5706215;511162.6;321235.5;0.569646;0.456621;0.5764921;0.3622912;0.7763158;0.6996047;0.8598548;0.3966748;0.0768518;0.0642095;0.0346968;0.0144072
2007;76;364;IRN;Iran;0.7288136;0.5875706;376952.9;278967.6;0.5863103;0.4726843;0.49687;0.3677134;0.7866667;0.708;0.8244036;0.4058001;0.0786637;0.0658031;0.0270904;0.0121491
2006;76;364;IRN;Iran;0.8870056;0.6327683;454773.7;195274.3;0.7236691;0.516248;0.6891592;0.2959166;0.8984771;0.731405;0.7651181;0.4623765;0.0901392;0.0706678;0.031132;0.0098215
2005;76;364;IRN;Iran;0.9039548;0.6836158;302510.3;245053;0.7365126;0.5569876;0.5270275;0.4269266;0.9123712;0.7596567;0.8060666;0.5114747;0.0916396;0.0744027;0.0251048;0.0118468
2004;76;364;IRN;Iran;0.8983051;0.6779661;241694.9;224763.4;0.7493284;0.5655309;0.4752334;0.4419418;0.9076923;0.7564102;0.6997364;0.5099517;0.0922804;0.0746862;0.021382;0.0122706
2003;76;364;IRN;Iran;0.8757062;0.6553673;189580.6;171607.6;0.7331378;0.5486709;0.4566713;0.4133769;0.8894472;0.7436975;0.7603503;0.447677;0.0914869;0.072424;0.0195383;0.0107257
2002;76;364;IRN;Iran;0.8926554;0.6949152;145650.7;132329.5;0.7585578;0.5905228;0.4084415;0.3710854;0.9030612;0.7662337;0.7110029;0.4350829;0.0925258;0.0770566;0.0153384;0.0081081
2001;76;364;IRN;Iran;0.8983051;0.6440678;146112.7;106383.1;0.7730831;0.554286;0.4255961;0.3098721;0.9076923;0.7375;0.653632;0.3897005;0.0942511;0.0728475;0.0149048;0.0065865
2000;76;364;IRN;Iran;0.8757062;0.6440678;171506;90904.69;0.7682014;0.5649998;0.4842651;0.2566789;0.8894472;0.7375;0.5938103;0.4051309;0.0936089;0.0739721;0.0160706;0.0054057
1999;76;364;IRN;Iran;0.8305085;0.6158192;90500.05;80390.86;0.7560561;0.5606131;0.2879523;0.255787;0.8550724;0.722449;0.7343111;0.4285852;0.0928526;0.0731389;0.0080416;0.0058323
1998;76;364;IRN;Iran;0.8361582;0.6271186;67223.8;87492.99;0.7736944;0.5802708;0.2217845;0.2886565;0.8592233;0.728395;0.6882539;0.4150246;0.0938721;0.0750927;0.0068791;0.0072744
1997;76;364;IRN;Iran;0.8305085;0.6214689;93228.96;92151.79;0.7855921;0.5878581;0.3050057;0.3014816;0.8550724;0.7254099;0.7210456;0.4191414;0.0951514;0.0750674;0.0104188;0.0080935
1996;76;364;IRN;Iran;0.5706215;0.4067796;95152.72;59841.94;0.5654462;0.4030904;0.3231033;0.203201;0.6996047;0.6276596;0.6902312;0.3934476;0.0747388;0.0585215;0.0109346;0.0065652
1995;76;364;IRN;Iran;0.5084746;0.3672316;80936.63;47776.07;0.5369928;0.3878282;0.2905547;0.1715115;0.6704546;0.6124567;0.5408633;0.3533886;0.0730342;0.0570852;0.0105525;0.0066186
2010;77;368;IRQ;Iraq;0.3785311;0.480226;230626.3;145907.8;0.3078195;0.3905173;0.2786231;0.1762734;0.6167247;0.6579925;0.9314439;0.355406;0.0452813;0.0557117;0.0199586;0.0066351
2009;77;368;IRQ;Iraq;0.3841808;0.4858757;178430.6;102494.2;0.3189194;0.4033393;0.2641794;0.1517501;0.6188811;0.6604478;0.9194978;0.4631169;0.0468934;0.0576729;0.0168676;0.0063863
2008;77;368;IRQ;Iraq;0.4124294;0.4971751;291576.7;115206.3;0.330033;0.397848;0.3288418;0.1299303;0.6298932;0.6654136;0.8604677;0.3786061;0.0479174;0.0566189;0.0221424;0.0046753
2007;77;368;IRQ;Iraq;0.3954802;0.4971751;168730.4;75538.43;0.3181529;0.3999636;0.2224073;0.0995689;0.6232395;0.6654136;0.8156759;0.381952;0.046269;0.0566404;0.0136546;0.003726
2006;77;368;IRQ;Iraq;0.3615819;0.4858757;144735.1;62075.38;0.2949989;0.3964047;0.21933;0.0940684;0.6103448;0.6604478;0.7594324;0.4372952;0.0429049;0.0560015;0.0140338;0.0034807
2005;77;368;IRQ;Iraq;0.3954802;0.4858757;87533.18;67487.78;0.3222243;0.3958755;0.1524986;0.1175759;0.6232395;0.6604478;0.7977114;0.4836181;0.0469417;0.0560539;0.0114832;0.0037793
2004;77;368;IRQ;Iraq;0.3841808;0.4519774;81127.17;43459.32;0.3204675;0.3770206;0.1595166;0.085452;0.6188811;0.6459854;0.6989662;0.4695432;0.0463418;0.0538399;0.0123656;0.0027463
2003;77;368;IRQ;Iraq;0.3446328;0.4293785;41996.45;22588.38;0.2885252;0.359474;0.1011631;0.054412;0.6040956;0.6366907;0.7419133;0.389336;0.0408937;0.0518226;0.0078603;0.0013559
2002;77;368;IRQ;Iraq;0.3333333;0.3841808;43853.71;26905.95;0.2832589;0.3264679;0.1229769;0.0754511;0.6;0.6188811;0.6950887;0.3508982;0.0403178;0.0475216;0.0076863;0.0014606
2001;77;368;IRQ;Iraq;0.3502825;0.3728814;57319.96;25618.89;0.3014538;0.3209024;0.1669613;0.0746226;0.6061644;0.6145833;0.6564103;0.3446544;0.042373;0.0469472;0.0119192;0.0014225
2000;77;368;IRQ;Iraq;0.3163842;0.3615819;79188.95;13144.88;0.2775438;0.3171929;0.2235983;0.0371159;0.5939597;0.6103448;0.5938806;0.3179316;0.038876;0.0467851;0.0135579;0.0007489
1999;77;368;IRQ;Iraq;0.3163842;0.3615819;52666.36;9120.7;0.2880214;0.3291673;0.1675734;0.0290202;0.5939597;0.6103448;0.754889;0.3266221;0.0417957;0.0478846;0.0102878;0.0005845
1998;77;368;IRQ;Iraq;0.2881356;0.3276836;24407.13;7487.032;0.2666109;0.3032046;0.0805239;0.0247012;0.5841584;0.597973;0.642521;0.3002512;0.0389642;0.0449568;0.0038949;0.0007717
1997;77;368;IRQ;Iraq;0.2881356;0.3050847;16204.46;4408.407;0.2725524;0.2885849;0.0530141;0.0144224;0.5841584;0.59;0.5235223;0.2281519;0.0396606;0.0431862;0.0015764;0.0004495
1996;77;368;IRQ;Iraq;0.2090396;0.259887;193.1624;1615.988;0.2071436;0.2575299;0.0006559;0.0054873;0.5583596;0.5746753;0.0852915;0.259184;0.028935;0.0392292;3.65E-06;0.0000857
1995;77;368;IRQ;Iraq;0.1412429;0.2372881;2341.184;2918.217;0.1491647;0.2505967;0.0084046;0.0104761;0.5379939;0.5673077;0.2849637;0.2350891;0.0219166;0.0385031;3.12E-06;0.000068
2010;78;352;ISL;Iceland;0.779661;0.7288136;28788.4;28827.78;0.6340164;0.5926675;0.0347797;0.0348273;0.8194444;0.7866667;0.6587493;0.2401031;0.0829874;0.0778821;0.001394;0.0012915
2009;78;352;ISL;Iceland;0.7627119;0.6949152;25244.53;21787.82;0.6331488;0.576869;0.0373764;0.0322584;0.8082192;0.7662337;0.646073;0.3050959;0.0825658;0.0765739;0.0015727;0.0013231
2008;78;352;ISL;Iceland;0.7853107;0.7175141;31511.33;36748.45;0.628419;0.574167;0.0355387;0.0414451;0.8232558;0.7797357;0.6188414;0.2856994;0.0821246;0.0753286;0.0017391;0.0018857
2007;78;352;ISL;Iceland;0.7740113;0.7118644;29073.83;41167.78;0.6226707;0.5726752;0.0383229;0.0542642;0.8156682;0.7763158;0.5521471;0.3294797;0.0814473;0.0755587;0.0016875;0.0028083
2006;78;352;ISL;Iceland;0.7570621;0.700565;22023.1;36728.05;0.6176538;0.5715603;0.0333736;0.0556573;0.8045455;0.7695652;0.4732387;0.3804985;0.0802532;0.0755385;0.0015031;0.0027785
2005;78;352;ISL;Iceland;0.740113;0.7062147;18435.31;30498.08;0.6030197;0.5754005;0.0321176;0.0531332;0.793722;0.7729257;0.5042442;0.3930611;0.0800562;0.0759584;0.001469;0.0022828
2004;78;352;ISL;Iceland;0.7231638;0.6836158;18127;22681.34;0.603233;0.5702437;0.0356423;0.0445973;0.7831858;0.7596567;0.4906793;0.3608836;0.0804173;0.0756655;0.0016425;0.0018338
2003;78;352;ISL;Iceland;0.700565;0.6723164;15529.93;17439.1;0.5865102;0.5628607;0.0374093;0.0420082;0.7695652;0.7531915;0.5187522;0.3189875;0.0782668;0.0750779;0.0016414;0.001683
2002;78;352;ISL;Iceland;0.7288136;0.6779661;14404.92;13283.43;0.6193288;0.5761198;0.040395;0.0372501;0.7866667;0.7564102;0.4873231;0.2974999;0.0808053;0.0764695;0.0016162;0.0012964
2001;78;352;ISL;Iceland;0.7175141;0.700565;13379.8;15102.66;0.617494;0.6029075;0.0389726;0.0439909;0.7797357;0.7695652;0.4505203;0.2872492;0.0802315;0.0792454;0.0014671;0.001378
2000;78;352;ISL;Iceland;0.6327683;0.6779661;12776.83;14879.42;0.5550875;0.5947366;0.0360767;0.0420136;0.731405;0.7564102;0.4125642;0.3018381;0.0750857;0.0774795;0.0014004;0.0013957
1999;78;352;ISL;Iceland;0.6271186;0.6836158;12591;13967.39;0.5708995;0.622332;0.0400619;0.0444413;0.728395;0.7596567;0.5261027;0.3210774;0.0765743;0.0804022;0.0017672;0.0016014
1998;78;352;ISL;Iceland;0.6214689;0.6779661;12170.94;14921.53;0.5750431;0.6273198;0.0401543;0.0492291;0.7254099;0.7564102;0.5026632;0.3121123;0.0760187;0.0813011;0.0018613;0.0018761
1997;78;352;ISL;Iceland;0.6384181;0.6553673;11911.69;12248.8;0.6038905;0.6199231;0.03897;0.0400729;0.7344398;0.7436975;0.4916939;0.2905763;0.0781408;0.0800548;0.001813;0.0014673
1996;78;352;ISL;Iceland;0.5762712;0.6271186;12295.99;12408.82;0.5710447;0.6214309;0.0417526;0.0421358;0.702381;0.728395;0.4839259;0.2902896;0.0760749;0.0790986;0.0020305;0.0017244
1995;78;352;ISL;Iceland;0.5423729;0.59887;11079.94;10511.95;0.5727924;0.6324582;0.0397759;0.0377369;0.6860465;0.7137097;0.4010744;0.2430877;0.0767535;0.0795007;0.0020178;0.00142
2010;79;376;ISR;Israel;0.9774011;0.819209;334771.4;305802.4;0.7948176;0.6661766;0.4044423;0.3694445;0.9779006;0.84689;0.957534;0.3619467;0.0947384;0.0844526;0.024509;0.0200948
2009;79;376;ISR;Israel;0.9887006;0.8474576;277987.9;260572.1;0.8207485;0.7034987;0.4115812;0.3857959;0.9888268;0.8676471;0.9524216;0.4769442;0.0965434;0.0884438;0.0259362;0.0218939
2008;79;376;ISR;Israel;0.9717514;0.8757062;341916.8;363533.6;0.777612;0.700755;0.3856156;0.4099953;0.9725274;0.8894472;0.862176;0.3990106;0.0939781;0.0872827;0.0247319;0.0230105
2007;79;376;ISR;Israel;0.9435028;0.8870056;298858.9;302532.3;0.7590219;0.7135715;0.3939326;0.3987745;0.9465241;0.8984771;0.8367993;0.4091453;0.0917555;0.0882963;0.0255042;0.0230173
2006;79;376;ISR;Israel;0.9717514;0.8248588;261784;254875.3;0.7928094;0.6729661;0.3967047;0.3862354;0.9725274;0.8509616;0.7728795;0.4705947;0.0943094;0.0848512;0.0255708;0.0204342
