all_codes,country_code_2,country_code_1,log_normalized_n_events_all,log_normalized_mean_imports_dollars,centroid_dist_meters,wals_euclidean_dist,asjp_dist,country_name_1,country_name_2,cont_order_1,cont_order_2
DEHK,HK,DE,-17.59964921331042,NA,NA,150.1034955562486,0.6117500222875992,Germany,Hong Kong,4,3
DEHR,HR,DE,-13.94442257099784,-20.933992905281123,795775.7462671902,NA,0.8200053490238032,Germany,Croatia,4,4
DEHU,HU,DE,-13.360795877202731,-20.055497409528435,851829.6003210909,169.5971123368889,0.8875813497370063,Germany,Hungary,4,4
DEIE,IE,DE,-15.131414094984954,-20.727981753213818,1268196.679542339,150.1034955562486,0.6117500222875992,Germany,Ireland,4,4
DEIL,IL,DE,-12.864985257951119,-21.485669443429007,2979515.5392586025,101.87597425797114,NA,Germany,Israel,4,3
DEIN,IN,DE,-15.039098390958454,-21.710950218155823,6672355.178935797,121.04028125031165,0.8378354283676562,Germany,India,4,3
DEIQ,IQ,DE,-13.312437514540022,-23.690665621969657,3395636.239468014,26.158017745560464,NA,Germany,Iraq,4,3
DEIT,IT,DE,-13.634658293161817,-19.553435204286085,980660.1694287101,105.33957286180707,0.769902826067576,Germany,Italy,4,4
DEJO,JO,DE,-14.519642322831697,-23.456749991370142,3093166.233137503,26.158017745560464,NA,Germany,Jordan,4,3
DEJP,JP,DE,-13.80485430024145,-20.919100912163035,9036352.63561864,147.12929960526483,0.8882945529107604,Germany,Japan,4,3
DEKR,KR,DE,-14.27609191843191,-20.788812241951135,8438208.185918551,135.20870887329363,0.9332263528572703,Germany,Republic of Korea,4,3
DEKW,KW,DE,-16.296157457408412,-22.78011821944387,3923853.841199086,26.158017745560464,NA,Germany,Kuwait,4,3
DEKZ,KZ,DE,-15.191871041095647,-20.858642432742663,4046586.519771221,25.342422092968192,0.8846393866452706,Germany,Kazakhstan,4,3
DELT,LT,DE,-13.638043292012838,-21.662031440948017,1017621.0365969082,62.66510596697005,0.8323972541677811,Germany,Lithuania,4,4
DELV,LV,DE,-13.201997108547353,-22.263913111653412,1120917.0975310043,104.142004289147,NA,Germany,Latvia,4,4
DEMA,MA,DE,-17.166967009872607,-23.039113892103316,2511984.1976395138,26.158017745560464,NA,Germany,Morocco,4,1
DEMK,MK,DE,-15.668804316583692,-22.02338085636019,1385770.2374219117,11.360185653732751,0.7929036284211465,Germany,The former Yugoslav Republic of Macedonia,4,4
DEMX,MX,DE,-18.028088508739653,-21.855181506601834,9466347.664531624,160.22523713848832,0.8289203886957297,Germany,Mexico,4,2
DEMY,MY,DE,-17.83520570917339,-20.97614323796699,10626668.691963164,NA,NA,Germany,Malaysia,4,3
DENL,NL,DE,-14.997261393145267,-18.990405745341565,343970.7929642923,NA,0.5153784434340732,Germany,Netherlands,4,4
DENO,NO,DE,-15.785673002010755,-20.3838912109959,1169244.0660406759,55.2410714909589,0.677543015066417,Germany,Norway,4,4
DENZ,NZ,DE,-16.315690463596496,-22.905379411328923,18400284.974182338,150.1034955562486,0.6117500222875992,Germany,New Zealand,4,5
DEOM,OM,DE,-17.14939632070867,-23.412760609635516,5244975.291084484,26.158017745560464,NA,Germany,Oman,4,3
DEPE,PE,DE,-15.888677158673824,-23.60592998019171,10647843.048635004,160.22523713848832,0.8289203886957297,Germany,Peru,4,2
DEPH,PH,DE,-17.632413677481065,-22.02792033890138,10313888.611325294,150.1034955562486,0.6117500222875992,Germany,Philippines,4,3
DEPK,PK,DE,-15.64342427359552,-22.66571593780815,5379340.640956741,34.03496717388132,0.838102879557814,Germany,Pakistan,4,3
DEPL,PL,DE,-13.785944397240371,-19.605271221593554,656601.9772716842,59.552392496756084,0.8603013283409111,Germany,Poland,4,4
DEPT,PT,DE,-17.640664543542258,-21.285524049523634,1956387.625619482,67.16845004095326,0.8338236605152893,Germany,Portugal,4,4
DEQA,QA,DE,-14.497274443968793,-22.797031035174466,4487081.293430776,26.158017745560464,NA,Germany,Qatar,4,3
DERO,RO,DE,-13.772747018650188,-21.436706233194457,1224683.5372845246,20.134196413550395,0.786039047873763,Germany,Romania,4,4
DERS,RS,DE,-14.150067151388322,NA,1144399.2220126947,NA,0.8200053490238032,Germany,Serbia,4,4
DERU,RU,DE,-11.364902020686014,-20.72473713382412,5245290.661681397,145.1532214353731,0.8254435232236783,Germany,Russian Federation,4,4
DESA,SA,DE,-13.868514890603253,-21.771232638557528,4149746.54765015,26.158017745560464,NA,Germany,Saudi Arabia,4,3
DESE,SE,DE,-14.955287116362898,-20.40898851218794,1199976.7082722336,80.72117929905873,0.5778728715342782,Germany,Sweden,4,4
DESG,SG,DE,-14.3639657835832,-20.635345799532445,10128199.44039986,150.1034955562486,0.6117500222875992,Germany,Singapore,4,3
DESI,SI,DE,-15.342023520459753,-20.096865238064563,676649.582491035,10.048490232166595,0.800124810555407,Germany,Slovenia,4,4
DESK,SK,DE,-15.875438336304539,-19.296835284326612,715419.4398913948,NA,0.8339128109120086,Germany,Slovakia,4,4
DETH,TH,DE,-15.35258483273904,-22.01377524857994,8683640.824208107,136.4400590060447,0.8603013283409111,Germany,Thailand,4,3
DETR,TR,DE,-12.81471995276666,-21.077460701267324,2342618.0433400744,116.94910755988381,0.8769724525274137,Germany,Turkey,4,3
DETW,TW,DE,-16.670730308361147,-20.765394781262792,9256963.199531315,123.89013320546847,0.9194971917625033,Germany,"Taiwan, Province of China",4,3
DEUA,UA,DE,-10.964532389811575,-20.709787941449072,1549627.0285109407,35.47989623890871,0.8416688954265846,Germany,Ukraine,4,4
DEUS,US,DE,-12.669690494227597,-20.799566011603392,7772271.696315879,150.1034955562486,0.6117500222875992,Germany,United States of America,4,2
DEVN,VN,DE,-15.131309644859167,-22.290778757496476,9112649.371733062,135.80912206980526,0.8467504680395828,Germany,Viet Nam,4,3
DEZA,ZA,DE,-15.884084220840185,-21.118879077529478,9198807.000547491,150.1034955562486,0.6117500222875992,Germany,South Africa,4,1
DKEE,EE,DK,-12.603815696309734,-21.167991327196596,1010630.1879374502,NA,0.9074618882054025,Denmark,Estonia,4,4
DKEG,EG,DK,-16.750100127395367,-23.89530081053531,3603846.5151603455,98.38964110541342,NA,Denmark,Egypt,4,1
DKFI,FI,DK,-14.609265226420508,-19.920888893682406,1252778.6387582312,128.13289166617045,0.5377551930106089,Denmark,Finland,4,4
DKFR,FR,DK,-14.510534712017959,-21.53877950939435,1244403.6288563777,NA,0.8369439244004635,Denmark,France,4,4
DKGB,GB,DK,-14.881222589471005,-20.873709196324032,919448.3770881863,208.1559704949568,0.5957921012748506,Denmark,United Kingdom of Great Britain and Northern Ireland,4,4
DKGR,GR,DK,-14.530733882363139,-22.239932999291725,2089657.2826409165,NA,0.8718908799144156,Denmark,Greece,4,4
DKHR,HR,DK,-14.330960174578431,-21.679184119550225,1266076.0308076409,NA,0.8113577605420345,Denmark,Croatia,4,4
DKHU,HU,DK,-15.861850486552918,-21.639405140440022,1215546.6227351502,196.06687144004516,0.8863332441829366,Denmark,Hungary,4,4
DKID,ID,DK,-17.302790742221493,-23.82225774326735,11714734.46850606,170.19283334463674,0.8949808326647053,Denmark,Indonesia,4,3
DKIL,IL,DK,-13.655255020942468,-22.258491870072483,3337805.805336888,142.11186110414397,NA,Denmark,Israel,4,3
DKIN,IN,DK,-18.00777519825891,-24.080855753820064,6760878.324351654,156.726650014041,0.8217883569581885,Denmark,India,4,3
DKIQ,IQ,DK,-14.795660017468743,-24.178223654341853,3654097.939329145,98.38964110541342,NA,Denmark,Iraq,4,3
DKJP,JP,DK,-15.23636607036369,-22.777124213317872,8677303.974514525,207.44169992710346,0.9129000624052778,Denmark,Japan,4,3
DKKR,KR,DK,-15.109263717119848,-22.671502667711145,8124037.4210088765,198.95034518961572,0.9046982259071054,Denmark,Republic of Korea,4,3
DKLT,LT,DK,-12.425200615767904,-20.745475615505914,869994.8766235375,117.5407683370947,0.8586074708032451,Denmark,Lithuania,4,4
DKLV,LV,DK,-12.255947935023823,-21.01645022863879,926408.0301908592,144.02215337137062,NA,Denmark,Latvia,4,4
DKMA,MA,DK,-16.78346564276048,-23.988814980864383,2914715.9407551102,98.38964110541342,NA,Denmark,Morocco,4,1
DKNL,NL,DK,-15.138572522372376,-20.348060286833977,477516.66902445874,NA,0.6839618436302042,Denmark,Netherlands,4,4
DKNO,NO,DK,-13.058561234349217,-19.50468097194113,667916.944759641,112.46633049821826,0.5237585807256843,Denmark,Norway,4,4
DKPH,PH,DK,-17.79125811897489,-23.631840406108207,10131114.576520698,208.1559704949568,0.5957921012748506,Denmark,Philippines,4,3
DKPK,PK,DK,-17.750602175080058,-23.814580403836903,5449604.7218347695,105.08751797645107,0.829366140679326,Denmark,Pakistan,4,3
DKPL,PL,DK,-14.769747254193009,-21.06067067192898,790274.2610435997,115.84135176959873,0.8658286529375055,Denmark,Poland,4,4
DKRO,RO,DK,-15.734190925858796,-23.369632578302866,1524468.6199866235,101.54544079818587,0.7999465097619685,Denmark,Romania,4,4
DKRU,RU,DK,-16.10470827863943,-23.1405725419571,4910643.87336219,206.77660037218627,0.838459481144691,Denmark,Russian Federation,4,4
DKSA,SA,DK,-16.62893584461817,-23.278249544014077,4458046.408687931,98.38964110541342,NA,Denmark,Saudi Arabia,4,3
DKSE,SE,DK,-13.147583915658071,-19.094395370871943,726329.3132609882,128.13289166617045,0.5377551930106089,Denmark,Sweden,4,4
DKTR,TR,DK,-16.06088749470477,-23.125147370624394,2629636.7305789716,152.89058440134454,0.9074618882054025,Denmark,Turkey,4,3
DKUA,UA,DK,-15.162803661848672,-21.655439114958142,1672089.1569372236,105.4919748281146,0.8467504680395828,Denmark,Ukraine,4,4
DKUS,US,DK,-15.916439480352787,-23.233833678205315,7434635.109801959,208.1559704949568,0.5957921012748506,Denmark,United States of America,4,2
DKVN,VN,DK,-15.7119336800977,-23.347113799438915,9009149.75842561,165.8410096326124,0.9030935187661585,Denmark,Viet Nam,4,3
DKZA,ZA,DK,-15.700171010916666,-22.832418960288226,9693350.542809812,208.1559704949568,0.5957921012748506,Denmark,South Africa,4,1
DZEG,EG,DZ,-13.491622015769495,-22.735149798689953,2662939.4319045553,0,0,Algeria,Egypt,1,1
DZES,ES,DZ,-14.040803797043177,-20.35295448401275,1482568.5966434423,166.39748513958506,NA,Algeria,Spain,1,4
DZFI,FI,DZ,-15.830837666346355,-22.776153070184787,4330281.938420905,83.39008607952832,NA,Algeria,Finland,1,4
DZFR,FR,DZ,-12.346456218664962,-20.304369945748416,2005678.0463712623,NA,NA,Algeria,France,1,4
DZGB,GB,DZ,-14.266686423216514,-21.896482453256237,2950091.4390666047,156.59282004870923,NA,Algeria,United Kingdom of Great Britain and Northern Ireland,1,4
DZGR,GR,DZ,-15.248962978285054,-22.296130770317948,2139916.1320622116,NA,NA,Algeria,Greece,1,4
DZHU,HU,DZ,-15.770354295665431,-23.377141452904922,2581457.1800186126,170.62496313754698,NA,Algeria,Hungary,1,4
DZID,ID,DZ,-18.118006312291996,-23.81857277183398,12926341.083905058,140.69020878687894,NA,Algeria,Indonesia,1,3
DZIL,IL,DZ,-16.29186995046421,-31.900608815731033,3082440.3144552796,104.11151944570605,NA,Algeria,Israel,1,3
DZIN,IN,DZ,-19.36942917898775,-23.79234638522969,7468562.1450804025,124.34005973780548,NA,Algeria,India,1,3
DZIQ,IQ,DZ,-14.895989360160673,-25.440196574569093,3946994.5920423996,0,0,Algeria,Iraq,1,3
DZIT,IT,DZ,-13.567022433021581,-20.36741228335173,1873638.455267,107.32403587910284,NA,Algeria,Italy,1,4
DZJO,JO,DZ,-15.600155822810997,-23.723032908202818,3203043.900612981,0,0,Algeria,Jordan,1,3
DZJP,JP,DZ,-16.1576878395772,-22.880004056477752,11493418.884076584,153.20765594659073,NA,Algeria,Japan,1,3
DZKR,KR,DZ,-15.467076288665451,-22.457759679034297,10765862.805432204,141.63370671766592,NA,Algeria,Republic of Korea,1,3
DZKW,KW,DZ,-15.076116499307552,-25.819148364636295,4343536.727887843,0,0,Algeria,Kuwait,1,3
DZKZ,KZ,DZ,-16.261317479280052,-26.740427244429295,5925798.890590417,33.53410112144537,NA,Algeria,Kazakhstan,1,3
DZLV,LV,DZ,-16.155605068950173,-23.379611652070327,3662605.5536643467,106.99838413284071,NA,Algeria,Latvia,1,4
DZMA,MA,DZ,-14.607609557740366,-21.927286138531738,890148.5842618875,0,0,Algeria,Morocco,1,1
DZMX,MX,DZ,-16.06543284336412,-24.052826781795815,10190474.224285988,166.39748513958506,NA,Algeria,Mexico,1,2
DZNL,NL,DZ,-15.284626070996513,-20.795162336200246,2736832.3983540614,NA,NA,Algeria,Netherlands,1,4
DZNO,NO,DZ,-14.620866488902434,-24.482314642154094,3819961.3974111485,59.34987452786549,NA,Algeria,Norway,1,4
DZOM,OM,DZ,-13.811528267066,-25.542334422634685,5482512.579824729,0,0,Algeria,Oman,1,3
DZPH,PH,DZ,-18.06785937971424,-25.955531538404944,12039044.412152203,156.59282004870923,NA,Algeria,Philippines,1,3
DZPK,PK,DZ,-18.59726928587655,-26.09322710648177,6429486.439538183,39.749870088990654,NA,Algeria,Pakistan,1,3
DZPL,PL,DZ,-16.227646226043756,-23.314036915098185,3022632.579500523,63.2763644027041,NA,Algeria,Poland,1,4
DZPT,PT,DZ,-13.997186569136895,-21.65694713643006,1632887.113319851,70.66751913990753,NA,Algeria,Portugal,1,4
DZQA,QA,DZ,-13.52154648547998,-25.659231096719793,4773407.996647338,0,0,Algeria,Qatar,1,3
DZRO,RO,DZ,-15.732572310792623,-22.914123438797816,2781671.4193882314,30.524406736729144,NA,Algeria,Romania,1,4
DZRS,RS,DZ,-15.357075542968463,NA,2397573.5979485167,NA,NA,Algeria,Serbia,1,4
DZRU,RU,DZ,-15.04903816562286,-23.713422350042666,7719231.017814335,152.13440792344912,NA,Algeria,Russian Federation,1,4
DZSA,SA,DZ,-14.441069861712698,-24.11438687147751,4177256.9899559454,0,0,Algeria,Saudi Arabia,1,3
DZSE,SE,DZ,-16.328027956811805,-22.381505618300626,3886973.171077521,83.39008607952832,NA,Algeria,Sweden,1,4
DZSK,SK,DZ,-16.928741226668382,-24.65449004238186,2701455.0398533815,NA,NA,Algeria,Slovakia,1,4
DZTH,TH,DZ,-17.80002696354025,-23.15651767635524,9906681.578694483,138.43179218948518,NA,Algeria,Thailand,1,3
DZTR,TR,DZ,-15.821679169370851,-21.545860301542316,3186026.422426937,118.9777237575461,NA,Algeria,Turkey,1,3
DZUS,US,DZ,-14.494655878787254,-21.997064016224527,8964228.801966947,156.59282004870923,NA,Algeria,United States of America,1,2
DZVN,VN,DZ,-13.876254694580641,-24.840922096409443,10570430.466834312,136.84586225593128,NA,Algeria,Viet Nam,1,3
DZZA,ZA,DZ,-13.640918285574832,-24.061956275736367,6904254.578668454,156.59282004870923,NA,Algeria,South Africa,1,1
EEES,ES,EE,-15.150745483989073,-23.603886547672317,2982313.3291147454,NA,0.8659178033342247,Estonia,Spain,4,4
EEFI,FI,EE,-11.50441019510078,-19.08471813916006,556597.4539663672,NA,0.8773290541142907,Estonia,Finland,4,4
EEFR,FR,EE,-14.987833254507128,-23.517574367691378,2155444.956634281,NA,0.8742087902291166,Estonia,France,4,4
EEGB,GB,EE,-14.211134093244295,-22.832693357214318,1906959.073671216,NA,0.9048765267005437,Estonia,United Kingdom of Great Britain and Northern Ireland,4,4
EEGR,GR,EE,-13.045736744962765,-25.09023598513704,2244501.6370696942,NA,0.8860657929927788,Estonia,Greece,4,4
EEHR,HR,EE,-12.470229707569693,-24.10352232492508,1694529.2039419105,NA,0.8633324418293662,Estonia,Croatia,4,4
EEHU,HU,EE,-13.394898458250056,-22.354862626325644,1393631.977609395,NA,0.8154586787911206,Estonia,Hungary,4,4
EEIN,IN,EE,-18.38382603280756,-25.77186196534884,5932372.358168545,NA,0.8786663100650798,Estonia,India,4,3
EEIQ,IQ,EE,-15.669764507576241,NA,3188130.728473585,NA,NA,Estonia,Iraq,4,3
EEIT,IT,EE,-15.127343445542161,-23.372123437457606,2014655.0261745667,NA,0.8906124632254614,Estonia,Italy,4,4
EEJO,JO,EE,-14.262648924831124,-23.008408582822156,3206875.902837312,NA,NA,Estonia,Jordan,4,3
EEJP,JP,EE,-15.896396984981862,-24.901379021634202,7753489.060815232,NA,0.8620843362752965,Estonia,Japan,4,3
EEKW,KW,EE,-13.135761717431913,NA,3676202.464089537,NA,NA,Estonia,Kuwait,4,3
EEKZ,KZ,EE,-15.395650547124953,-23.15143638528922,2975970.384551291,NA,0.903271819559597,Estonia,Kazakhstan,4,3
EELT,LT,EE,-10.484993278786407,-19.314630100973574,354696.561774506,NA,0.8854417402157438,Estonia,Lithuania,4,4
EELV,LV,EE,-9.818669454221672,-18.79811963490058,230314.6645968305,NA,NA,Estonia,Latvia,4,4
EEMA,MA,EE,-16.66587361899619,-23.929363313617458,3789617.4289294677,NA,NA,Estonia,Morocco,4,1
EENL,NL,EE,-15.331369610993582,-21.887452275955702,1452174.9472903395,NA,0.8672550592850138,Estonia,Netherlands,4,4
EENO,NO,EE,-14.073729164129894,-21.554197017304087,935500.7991116906,NA,0.8929303735401622,Estonia,Norway,4,4
EEOM,OM,EE,-13.539395989883582,-28.635380675711723,4898123.860731333,NA,NA,Estonia,Oman,4,3
EEPE,PE,EE,-16.579008679364605,NA,11658732.857333468,NA,0.8659178033342247,Estonia,Peru,4,2
EEPH,PH,EE,-17.749919087431167,-25.938191821359638,9120524.870592203,NA,0.9048765267005437,Estonia,Philippines,4,3
EEPL,PL,EE,-13.35693619683637,-22.048692186850293,865408.0886228171,NA,0.8782205580814835,Estonia,Poland,4,4
EEPT,PT,EE,-15.614802337979942,-24.15242915296858,3227231.377741917,NA,0.8809842203797806,Estonia,Portugal,4,4
EERO,RO,EE,-14.38308448584569,-24.830273798484576,1448697.576514287,NA,0.8853525898190246,Estonia,Romania,4,4
EERU,RU,EE,-13.22248151191687,-22.6512441192192,3960674.984445511,NA,0.8978336453597218,Estonia,Russian Federation,4,4
EESA,SA,EE,-16.490270606655073,-27.711904800606952,4065844.467800423,NA,NA,Estonia,Saudi Arabia,4,3
EESE,SE,EE,-13.821586245357329,-20.038680295799097,688045.4588023575,NA,0.8773290541142907,Estonia,Sweden,4,4
EESI,SI,EE,-13.202046635868353,-22.366765711025632,1592405.471578633,NA,0.8887403048943567,Estonia,Slovenia,4,4
EESK,SK,EE,-13.321280850920248,-22.079927671235936,1225612.7795442338,NA,0.8734955870553625,Estonia,Slovakia,4,4
EETH,TH,EE,-16.443677733087593,-26.4224467532636,7676878.865959458,NA,0.9135241151823126,Estonia,Thailand,4,3
EETR,TR,EE,-16.81970305518821,-23.985784736778623,2308411.0267157643,NA,0.8849959882321475,Estonia,Turkey,4,3
EEUA,UA,EE,-13.52662319113095,-21.60271327664655,1179245.1468470478,NA,0.8894535080681109,Estonia,Ukraine,4,4
EEUS,US,EE,-14.329339803127372,-25.08326392651199,7910750.403412222,NA,0.9048765267005437,Estonia,United States of America,4,2
EEVN,VN,EE,-17.682685297224424,-25.16379866456833,8015568.4569638185,NA,0.8845502362485513,Estonia,Viet Nam,4,3
EGES,ES,EG,-13.45469827695036,-22.572154751872052,3444555.254988043,166.39748513958506,NA,Egypt,Spain,1,4
EGFR,FR,EG,-12.410311806771828,-22.442568434187734,3248600.501056876,NA,NA,Egypt,France,1,4
EGGB,GB,EG,-12.526006200106329,-22.564143783799096,4088686.203887909,156.59282004870923,NA,Egypt,United Kingdom of Great Britain and Northern Ireland,1,4
EGGR,GR,EG,-12.912025633672727,-22.490487867517334,1528851.2683619887,NA,NA,Egypt,Greece,1,4
EGHR,HR,EG,-14.173209100923659,-23.71517691228611,2398127.1011758703,NA,NA,Egypt,Croatia,1,4
EGHU,HU,EG,-14.034950418569341,-24.21907620557842,2392616.161218015,170.62496313754698,NA,Egypt,Hungary,1,4
EGID,ID,EG,-15.214898441216167,-23.938707639933398,10271189.4244974,140.69020878687894,NA,Egypt,Indonesia,1,3
EGIE,IE,EG,-15.407745566365055,-23.702265967460352,4259989.321075451,156.59282004870923,NA,Egypt,Ireland,1,4
EGIL,IL,EG,-13.067313914633516,-23.92569941960012,680836.7199842077,104.11151944570605,NA,Egypt,Israel,1,3
EGIN,IN,EG,-16.103417108089577,-23.306575534025225,4833887.457989811,124.34005973780548,NA,Egypt,India,1,3
EGIQ,IQ,EG,-12.889261613896744,-23.51530044768527,1504038.5287296472,0,0,Egypt,Iraq,1,3
EGIT,IT,EG,-12.987785031599923,-21.67965829495682,2348897.654824346,107.32403587910284,NA,Egypt,Italy,1,4
EGJO,JO,EG,-12.948061334697096,-22.729917161401097,734296.3294011574,0,0,Egypt,Jordan,1,3
EGJP,JP,EG,-14.070046262751081,-23.362664414572645,9737404.38400363,153.20765594659073,NA,Egypt,Japan,1,3
EGKR,KR,EG,-13.749447733716666,-22.648985037816736,8862211.031141898,141.63370671766592,NA,Egypt,Republic of Korea,1,3
EGKW,KW,EG,-12.836336231102838,-21.7863516100391,1760872.5390049282,0,0,Egypt,Kuwait,1,3
EGKZ,KZ,EG,-17.38639931111088,-24.617599331288677,4027257.489843553,33.53410112144537,NA,Egypt,Kazakhstan,1,3
EGLT,LT,EG,-16.53868830305762,-24.710945343308257,3263993.2453474514,68.25872295032516,NA,Egypt,Lithuania,1,4
EGLV,LV,EG,-15.835667541130181,-24.81943410945315,3363065.969438663,106.99838413284071,NA,Egypt,Latvia,1,4
EGMA,MA,EG,-14.557530781032545,-23.585120009294183,3421369.842129319,0,0,Egypt,Morocco,1,1
EGMX,MX,EG,-13.82135091004877,-25.551334236342036,12445853.57665469,166.39748513958506,NA,Egypt,Mexico,1,2
EGMY,MY,EG,-15.955587175187418,-23.151002157362967,9148683.937114974,NA,NA,Egypt,Malaysia,1,3
EGNL,NL,EG,-15.988701402823162,-22.53978367167016,3481041.990695892,NA,NA,Egypt,Netherlands,1,4
EGNO,NO,EG,-15.716498961575123,-24.455311566615066,4168484.3239696645,59.34987452786549,NA,Egypt,Norway,1,4
EGNZ,NZ,EG,-15.089215226808383,-24.238389458989865,16373302.774637235,156.59282004870923,NA,Egypt,New Zealand,1,5
EGOM,OM,EG,-15.002638698474817,-24.019607226497996,2819728.6750340015,0,0,Egypt,Oman,1,3
EGPH,PH,EG,-18.366677317313837,-26.162946958314087,9560237.257044198,156.59282004870923,NA,Egypt,Philippines,1,3
EGPK,PK,EG,-15.626840542307114,-24.44605605944677,3907849.980983165,39.749870088990654,NA,Egypt,Pakistan,1,3
EGPL,PL,EG,-15.364251135290244,-24.139114847534188,2906216.03116119,63.2763644027041,NA,Egypt,Poland,1,4
EGPT,PT,EG,-17.72063688589045,-23.980155453506722,3767593.01566197,70.66751913990753,NA,Egypt,Portugal,1,4
EGQA,QA,EG,-12.911225735950115,-23.686953345420655,2125646.6089788056,0,0,Egypt,Qatar,1,3
EGRO,RO,EG,-16.214802545810993,-22.678354018728495,2160737.572368767,30.524406736729144,NA,Egypt,Romania,1,4
EGRS,RS,EG,-17.683207415658984,NA,2057598.5219960927,NA,NA,Egypt,Serbia,1,4
EGRU,RU,EG,-12.034247965181974,-23.041220828184027,6338368.90413993,152.13440792344912,NA,Egypt,Russian Federation,1,4
EGSA,SA,EG,-11.881565830411782,-22.130730511976797,1516274.9445171366,0,0,Egypt,Saudi Arabia,1,3
EGSE,SE,EG,-15.76436546898976,-23.018533960554045,4051976.3232677807,83.39008607952832,NA,Egypt,Sweden,1,4
EGSG,SG,EG,-13.462686059341245,-23.167849845207574,8345520.8478450095,156.59282004870923,NA,Egypt,Singapore,1,3
EGSI,SI,EG,-17.62739061253949,-23.457049487813542,2510078.1712115468,24.15097796013877,NA,Egypt,Slovenia,1,4
EGTR,TR,EG,-14.168204414149969,-22.577129856851336,1417873.7306115688,118.9777237575461,NA,Egypt,Turkey,1,3
EGUA,UA,EG,-16.14028507314258,-21.10282766283465,2455084.6170153236,41.94417252588858,NA,Egypt,Ukraine,1,4
EGUS,US,EG,-12.972752036035992,-23.26409849073167,10888442.461067807,156.59282004870923,NA,Egypt,United States of America,1,2
EGVN,VN,EG,-15.386515237837688,-25.353494619215226,8030100.656084491,136.84586225593128,NA,Egypt,Viet Nam,1,3
EGZA,ZA,EG,-14.678139993947076,-24.806514903677417,6359495.537414542,156.59282004870923,NA,Egypt,South Africa,1,1
ESFR,FR,ES,-13.387345715221485,-19.728734224816048,826946.3639384499,NA,0.7491307836319872,Spain,France,4,4
ESGB,GB,ES,-14.346444965364366,-20.539577994829077,1558472.87110583,143.3610265111319,0.8321298029776233,Spain,United Kingdom of Great Britain and Northern Ireland,4,4
ESGR,GR,ES,-13.173222437347176,-22.293866012853773,2228173.758189574,NA,0.839083533921726,Spain,Greece,4,4
ESHR,HR,ES,-16.16899745072185,-22.542181480526473,1693483.8894488746,NA,0.8178657395025407,Spain,Croatia,4,4
ESHU,HU,ES,-16.490411941256948,-22.002061212142408,2078320.3692162712,181.00843385821494,0.9013105108317732,Spain,Hungary,4,4
ESID,ID,ES,-18.146703687268275,-22.553573896284703,13232076.348186564,206.9324774269126,0.8756351965766247,Spain,Indonesia,4,3
ESIE,IE,ES,-15.707085931110555,-21.28630307990038,1478657.8138524576,143.3610265111319,0.8321298029776233,Spain,Ireland,4,4
ESIL,IL,ES,-13.78390330459583,-21.94220476465581,3595818.620710526,165.19721308030353,NA,Spain,Israel,4,3
ESIN,IN,ES,-17.224308222922936,-23.10616753349555,7857168.223937321,152.6597149451405,0.8285637871088526,Spain,India,4,3
ESIQ,IQ,ES,-14.133404636905567,-22.202003303546455,4312696.043184352,166.39748513958506,NA,Spain,Iraq,4,3
ESIT,IT,ES,-14.624182025581085,-20.236905996212407,1437582.9541546118,145.24048083861365,0.5058393509851119,Spain,Italy,4,4
ESJO,JO,ES,-14.349052527936141,-24.18844534740905,3727114.372544798,166.39748513958506,NA,Spain,Jordan,4,3
ESJP,JP,ES,-17.594378060112646,-22.361417834522133,10725256.783566728,174.24530966307245,0.8730498350717661,Spain,Japan,4,3
ESKH,KH,ES,-16.180364254030074,-24.657627175996048,10647455.90610431,161.9479815256586,0.8775073549077294,Spain,Cambodia,4,3
ESKR,KR,ES,-16.195687460196606,-22.12416875451223,10137045.252618188,165.30953271805566,0.910314700900419,Spain,Republic of Korea,4,3
ESKW,KW,ES,-14.568000519525796,-22.925783406885223,4805979.141685787,166.39748513958506,NA,Spain,Kuwait,4,3
ESKZ,KZ,ES,-16.063839415000498,-21.945959748229924,5621608.11826249,160.01571900764947,0.9077293393955602,Spain,Kazakhstan,4,3
ESLT,LT,ES,-16.649323075421428,-22.727787322393286,2709445.3887361735,159.98652967384533,0.842471248997058,Spain,Lithuania,4,4
ESLV,LV,ES,-15.332291547592579,-23.405770956191436,2817706.217666995,179.95096285250608,NA,Spain,Latvia,4,4
ESMA,MA,ES,-13.395449522288043,-21.169571988006705,895078.9871294014,166.39748513958506,NA,Spain,Morocco,4,1
ESMK,MK,ES,-16.346070492771045,-23.796001842079768,2188217.3284003977,159.75778112156726,0.8312382990104306,Spain,The former Yugoslav Republic of Macedonia,4,4
ESMX,MX,ES,-15.859577733894376,-21.992109287724737,9038925.084841458,0,0,Spain,Mexico,4,2
ESMY,MY,ES,-17.487497915575013,-22.5621366660187,12052216.929609317,NA,NA,Spain,Malaysia,4,3
ESNL,NL,ES,-15.283293319701423,-20.45861368629423,1577746.6817370588,NA,0.8307925470268342,Spain,Netherlands,4,4
ESNO,NO,ES,-15.595231614665051,-21.897058545071566,2624934.255804003,164.44050145199418,0.81189266292235,Spain,Norway,4,4
ESNZ,NZ,ES,-17.084785290375326,-23.89174120311523,19758598.235449307,143.3610265111319,0.8321298029776233,Spain,New Zealand,4,5
ESOM,OM,ES,-16.657179620087756,-23.38078270563752,6095306.60632442,166.39748513958506,NA,Spain,Oman,4,3
